Wall time,Step,Value
1753282446.507175,0,1.345827579498291
1753282446.763219,1,0.9652058482170105
1753282446.989042,2,0.9656902551651001
1753282447.208005,3,0.9667398929595947
1753282447.417164,4,0.9603744149208069
1753282447.632351,5,0.9643489718437195
1753282447.846976,6,0.9654024243354797
1753282448.063541,7,0.9557310938835144
1753282448.278997,8,0.947651743888855
1753282448.498374,9,0.9390098452568054
1753282448.712599,10,0.9253158569335938
1753282448.935322,11,0.9118050336837769
1753282449.148243,12,0.863785982131958
1753282449.36486,13,0.8285011053085327
1753282449.580847,14,0.7917285561561584
1753282449.808216,15,0.7612600922584534
1753282450.02936,16,0.7182560563087463
1753282450.247818,17,0.6942234635353088
1753282450.463024,18,0.6719879508018494
1753282450.687281,19,0.6509895324707031
1753282450.90962,20,0.6361092925071716
1753282451.123976,21,0.624076247215271
1753282451.336467,22,0.6138828992843628
1753282451.555436,23,0.6052420735359192
1753282451.776656,24,0.5978724956512451
1753282452.00164,25,0.5915195345878601
1753282452.234123,26,0.5859535932540894
1753282452.451166,27,0.581004798412323
1753282452.673892,28,0.5765554904937744
1753282452.890199,29,0.5725039839744568
1753282453.104941,30,0.5687679052352905
1753282453.316737,31,0.5652822256088257
1753282453.525809,32,0.5619967579841614
1753282453.752232,33,0.5588764548301697
1753282453.997166,34,0.5559028387069702
1753282454.212077,35,0.5530756115913391
1753282454.425833,36,0.5501230359077454
1753282454.637318,37,0.5483142733573914
1753282454.857572,38,0.5456478595733643
1753282455.078282,39,0.5436140298843384
1753282455.288289,40,0.5417459011077881
1753282455.505502,41,0.54129558801651
1753282455.731703,42,0.5380368232727051
1753282455.957682,43,0.5378258228302002
1753282456.177893,44,0.5364084243774414
1753282456.39589,45,0.5347263813018799
1753282456.614833,46,0.5322200059890747
1753282456.838246,47,0.530315637588501
1753282457.062067,48,0.5275377631187439
1753282457.272801,49,0.524405837059021
1753282457.482315,50,0.5211275219917297
1753282457.696776,51,0.5178755521774292
1753282457.915168,52,0.514846682548523
1753282458.128785,53,0.5121160745620728
1753282458.338961,54,0.5097694993019104
1753282458.549846,55,0.5077916383743286
1753282458.764139,56,0.5059645175933838
1753282458.978548,57,0.5040771961212158
1753282459.187245,58,0.502191424369812
1753282459.402435,59,0.500399649143219
1753282459.611496,60,0.4987104535102844
1753282459.816956,61,0.49711674451828003
1753282460.047354,62,0.49567967653274536
1753282460.260347,63,0.4944673180580139
1753282460.467753,64,0.4933110475540161
1753282460.675765,65,0.49200674891471863
1753282460.883114,66,0.49046850204467773
1753282461.090545,67,0.4885420799255371
1753282461.299138,68,0.4860265851020813
1753282461.522701,69,0.4827377498149872
1753282461.74418,70,0.4792250096797943
1753282461.975654,71,0.47703543305397034
1753282462.178565,72,0.4753980040550232
1753282462.386663,73,0.47369980812072754
1753282462.592408,74,0.47156229615211487
1753282462.801238,75,0.4688200354576111
1753282463.021399,76,0.46542996168136597
1753282463.238635,77,0.46188634634017944
1753282463.445976,78,0.4579458236694336
1753282463.653014,79,0.45241811871528625
1753282463.857167,80,0.4472779333591461
1753282464.067071,81,0.44388991594314575
1753282464.273376,82,0.43988358974456787
1753282464.485784,83,0.4311254620552063
1753282464.68907,84,0.4288296103477478
1753282464.898017,85,0.4251708686351776
1753282465.108722,86,0.4205682873725891
1753282465.316011,87,0.4159822165966034
1753282465.520379,88,0.4119352698326111
1753282465.73422,89,0.40826746821403503
1753282465.950443,90,0.4048071801662445
1753282466.164445,91,0.4015960991382599
1753282466.373448,92,0.3990052342414856
1753282466.577614,93,0.3946790099143982
1753282466.792462,94,0.3901458978652954
1753282467.002379,95,0.3890606462955475
1753282467.206511,96,0.3836914896965027
1753282467.410215,97,0.37853553891181946
1753282467.62081,98,0.3732812702655792
1753282467.830561,99,0.3680248558521271
1753282468.042802,100,0.3649613857269287
1753282468.247295,101,0.36107394099235535
1753282468.45499,102,0.3593995273113251
1753282468.663035,103,0.35456347465515137
1753282468.873116,104,0.3536171615123749
1753282469.082839,105,0.35168972611427307
1753282469.288839,106,0.34895607829093933
1753282469.501106,107,0.34562402963638306
1753282469.706126,108,0.3453504741191864
1753282469.919917,109,0.3427133560180664
1753282470.139564,110,0.3402578830718994
1753282470.347001,111,0.3380644917488098
1753282470.551472,112,0.336864173412323
1753282470.761789,113,0.33447563648223877
1753282470.975912,114,0.333382248878479
1753282471.181849,115,0.3316854238510132
1753282471.389811,116,0.33076047897338867
1753282471.609448,117,0.3298702538013458
1753282471.820296,118,0.3287544846534729
1753282472.028003,119,0.3280350863933563
1753282472.233827,120,0.3270837664604187
1753282472.445933,121,0.325820654630661
1753282472.664647,122,0.32484304904937744
1753282472.877069,123,0.3220878541469574
1753282473.10105,124,0.32166171073913574
1753282473.314542,125,0.31807777285575867
1753282473.537395,126,0.318357914686203
1753282473.777898,127,0.31511959433555603
1753282474.00659,128,0.31561771035194397
1753282474.217649,129,0.312499076128006
1753282474.429432,130,0.3129461407661438
1753282474.639513,131,0.3104039430618286
1753282474.861563,132,0.31116604804992676
1753282475.09605,133,0.3088652193546295
1753282475.318658,134,0.31050410866737366
1753282475.549206,135,0.3058294355869293
1753282475.781048,136,0.3064315915107727
1753282476.013007,137,0.30668190121650696
1753282476.242035,138,0.3040677607059479
1753282476.482109,139,0.30394846200942993
1753282476.725316,140,0.30308887362480164
1753282476.972982,141,0.30262401700019836
1753282477.19319,142,0.3004436790943146
1753282477.405655,143,0.3005579710006714
1753282477.62036,144,0.3005680441856384
1753282477.861413,145,0.29789453744888306
1753282478.100287,146,0.2982567846775055
1753282478.321538,147,0.2967967391014099
1753282478.54928,148,0.29881569743156433
1753282478.779689,149,0.2933924198150635
